logFC,P.Value,adj.P.Val,symbol,FC,logPval
1.85377114938115,1.77806461842326e-09,3.55612923684652e-07,GSPT1,3.5452704580937,8.75005245994921
0.79278084675937,8.93293937207991e-05,0.00893293937207991,Q8IYD1,1.58810293357334,4.04900561356079
-0.34426049860874,0.000347124655208033,0.0231416436805355,BAG2,-1.07257218094829,3.45951453861748
-0.242431194133817,0.000633857068632373,0.0316928534316187,O14654,-0.971654619092319,3.19800866215366
-0.282304795559214,0.00132375151426803,0.0529500605707212,HSPA8,-1.01056710454259,2.87819353008531
0.308983320178107,0.00191723374096728,0.063907791365576,CCT2,1.03703177306097,2.71732493656166
0.20881700805754,0.002864992423004,0.0818569263715429,PRKDC,0.939428494833291,2.54287652226619
0.25236238907819,0.00360896438393415,0.0902241095983537,CCT6A,0.981275870003316,2.44261740387488
0.24671789815169,0.0059015614605628,0.122621976789831,Q9NXV2,0.975801864289475,2.22903306564829
0.172741866590888,0.00613109883949156,0.122621976789831,EIF4B,0.905409954529756,2.21246168255165
-0.402886466875842,0.0118892397818045,0.208475842100192,RPL6,-1.13306467497312,1.92484591402072
-0.398408965664527,0.0125085505260115,0.208475842100192,NPM1,-1.12837990032265,1.90279301285064
0.137545891353904,0.0139614487991301,0.214791519986617,ACAP2,0.872766251102196,1.85506951202663
-0.340980410894931,0.0162190082070712,0.219423136524648,RPL8,-1.06924090365511,1.78997570643593
0.230089744294443,0.0172394440591876,0.219423136524648,Q9H9Q2,0.959762445275556,1.76347674349507
0.929706012885256,0.0175538509219719,0.219423136524648,SNRNP200,1.77364645886934,1.75562759425788
-0.210761667338281,0.0241772283062098,0.284437980073057,CAD,-0.941278785487522,1.61659348843448
-0.308586039822353,0.0278039037796954,0.296566322767252,ERH,-1.03663509875653,1.55589422311232
-0.266876873042532,0.0281738006628889,0.296566322767252,BCLAF1,-0.99542113678165,1.55015456247176
-0.523598474865551,0.0326752411957839,0.326752411957839,NONO,-1.26362774647857,1.48578119794447
0.631225168438257,0.035508633261118,0.338177459629695,P61626,1.38747280280024,1.44966604351302
-0.153494929763109,0.0389602957621385,0.354184506928532,HNRNPK,-0.887493207021604,1.40937775488949
0.129662474494744,0.0482664231961407,0.419708027792528,SNRPD3,0.865526398249484,1.31635488356653
0.193429230494479,0.0535552832807158,0.430049875315495,Q9UII2,0.924847357990282,1.27119767914622
-0.145454106395027,0.0566123121193971,0.430049875315495,Q13620,-0.880055061325057,1.24708910760984
0.108994133280321,0.0617359724429286,0.430049875315495,CCT3,0.846667466805889,1.20946170661398
0.596353600234488,0.06425074970156,0.430049875315495,Q08188,1.34653454594239,1.19212180045813
0.151676088912962,0.0692957000533494,0.430049875315495,RPN2,0.885808287894167,1.15929371345516
0.116797882721809,0.0698468947198888,0.430049875315495,TCP1,0.853767409714658,1.15585289715173
-0.212544454864588,0.0700105337392852,0.430049875315495,O75688,-0.942976562091997,1.15483661140472
-0.204228053023989,0.0714348468360238,0.430049875315495,H1-4,-0.93506898864175,1.14608988210662
-0.24654232282542,0.0751216890561849,0.430049875315495,RIOK1,-0.97563183198097,1.12423465583867
-0.210118798890976,0.0766943705428626,0.430049875315495,RPL24,-0.940666924495051,1.11523651260768
0.134793712113402,0.0794748343425865,0.430049875315495,Q03393,0.870235796653118,1.09977036865604
0.08842165778315,0.0824863071079869,0.430049875315495,Q9Y657,0.828068580340313,1.08361813921979
-0.0968485627419073,0.0836480124748894,0.430049875315495,RPL23,-0.835666488811816,1.07754437366683
-0.372314666971856,0.0846206341096157,0.430049875315495,RPLP2,-1.10129244412425,1.07252372458171
0.335377291769397,0.0848456824169652,0.430049875315495,RPL17,1.06356311682722,1.07137025293612
-0.157177006488157,0.0869403904839086,0.430049875315495,Q9C0A0,-0.890908492597681,1.06077841355137
-0.111133413694419,0.0879754948069755,0.430049875315495,RPS14,-0.848611335803927,1.05563828185185
-0.0894928820141461,0.0888497983187605,0.430049875315495,RPL4,-0.829032850087346,1.0513435536679
0.103508008119933,0.0921441664391015,0.430049875315495,SLC25A6,0.841690967301024,1.03553215435161
0.151759726889096,0.0943901258570966,0.430049875315495,EEF1G,0.885885736681345,1.025073434834
0.171551668406984,0.0946109725694089,0.430049875315495,XRCC6,0.904297371439033,1.02405849309076
-0.151806855931276,0.0982810463100437,0.436804650266861,HSPA1B,-0.885929379497929,1.00753022862399
-0.353188422439102,0.102784002099055,0.446886965648064,RPL35A,-1.08166756853256,0.988074476204289
-0.408469765953939,0.105099111650013,0.447230262340479,P41223,-1.13892173224979,0.978400954829303
-0.545712113904592,0.110091794018094,0.453510315322968,RPL13,-1.28847739984069,0.958245051105235
-0.0979857293784105,0.111110027254127,0.453510315322968,RPS4X,-0.836693964327362,0.954246745877953
0.193512134662685,0.118864539923106,0.469513328891428,NUP205,0.924925632861617,0.924947686277877
0.128003225584561,0.121720582890772,0.469513328891428,KIF11,0.864005901804681,0.914635976576444
0.0930116093853206,0.122073465511771,0.469513328891428,SLC25A3,0.832203475735389,0.913378726179278
-0.125488568883459,0.128504691700357,0.469565602058437,SSR1,-0.861703707747406,0.891081015971757
0.238276499738456,0.130566943893642,0.469565602058437,Q6Y1H2,0.967643275503792,0.88416676105269
0.0974760156880441,0.130979958114832,0.469565602058437,PRDX1,0.836233353387038,0.882795152787202
-0.239801022268853,0.134975019793376,0.469565602058437,Q9UBM7,-0.969114263082779,0.869746600169717
-0.182766891981105,0.137924562559527,0.469565602058437,RPS16,-0.914805757906467,0.860358384773048
0.368037941000376,0.138034649302932,0.469565602058437,CNP,1.09688754262918,0.860011883799917
-0.108470631660926,0.138521852607239,0.469565602058437,Q53GQ0,-0.84619206784597,0.858481708779228
-0.115999232745065,0.140886301117941,0.469621003726469,RPL7,-0.853039644650297,0.851131232853139
0.225302123840429,0.145965678685471,0.477451910420188,PHB,0.955168067957606,0.835749249076979
-0.095510705872945,0.148833673863539,0.477451910420188,RPL3,-0.834458346326758,0.827298797831805
0.0909294465826331,0.15160519576932,0.477451910420188,HMGB2,0.830326700986903,0.819285914434325
0.196844959194565,0.15278461133446,0.477451910420188,RPL18,0.928074887594853,0.815920386264828
-0.231610656062237,0.158718067894253,0.488363285828471,Q16875,-0.961224178103688,0.799373631908468
0.0956988976210336,0.171927235845458,0.503310508948819,DDB1,0.834628248201618,0.764655319121867
-0.166147276873398,0.174793464669847,0.503310508948819,RPS6,-0.8992531415939,0.757474809178058
-0.0846794196134439,0.177363495835629,0.503310508948819,Q5W0B1,-0.824703559082545,0.751135759862213
-0.0884361737838821,0.180966716237058,0.503310508948819,RPL10A,-0.828081643964159,0.742401294102049
0.103982601117471,0.185150028640075,0.503310508948819,PRDX2,0.842120991728065,0.732476216435357
-0.163322831444653,0.187413754882702,0.503310508948819,RPL11,-0.89662194932077,0.727198538045689
-0.0832326814881652,0.192718645448769,0.503310508948819,Q6P1M0,-0.823404140403833,0.715076265501373
0.126261575026982,0.19439351369259,0.503310508948819,HMGB1,0.862411123801961,0.711318230225137
0.0922162208540378,0.195224261388695,0.503310508948819,CSE1L,0.831486341271819,0.70946621160533
0.0688100461968668,0.196907089986562,0.503310508948819,PSMA4,0.810495202872131,0.705738646042659
0.0795816835588079,0.196961618306488,0.503310508948819,MARS1,0.820128597342748,0.705618396080658
-0.157265773344531,0.199001986328096,0.503310508948819,RPL18A,-0.8909908992487,0.701142588680615
0.127998783602805,0.202803846645683,0.503310508948819,HSPD1,0.864001832812455,0.692923811857683
0.0823637334726159,0.20411408903354,0.503310508948819,Q13464,0.822624074331455,0.690127016948108
-0.382848993119744,0.206759136485879,0.503310508948819,Q9P035,-1.1121838475915,0.684535290299088
0.0769834010061823,0.206986738610347,0.503310508948819,CCT4,0.817800712641679,0.684057478373236
0.0772486149442368,0.207378846448283,0.503310508948819,HMGB3,0.818038204630271,0.683235545629321
-0.132972363097807,0.20887386121376,0.503310508948819,P98175,-0.868562923610133,0.680115904877982
0.256486920883424,0.211737620808983,0.504137192402341,EIF3A,0.985285318545248,0.674201971181461
0.0821302973153344,0.216187128928072,0.508675597477817,P19474,0.822414566485671,0.665170166080726
-0.20580176978159,0.244801463291019,0.557054962510045,RPS7,-0.936562951073139,0.611185990540711
-0.0884927738017298,0.249617712087706,0.557054962510045,RPL28,-0.828132581752042,0.602724601725839
-0.0962633087489086,0.252609937891006,0.557054962510045,H1-2,-0.835137890839218,0.597549567928244
0.0631789517590722,0.252957298800639,0.557054962510045,O75419,0.805477165999952,0.596952784991881
0.108428924471593,0.253245667601917,0.557054962510045,Q9Y2S6,0.846154197771296,0.59645797559325
-0.08800308333644,0.254033231301261,0.557054962510045,RPL7A,-0.827691921793758,0.595109467526706
0.0796685673352133,0.256245282754621,0.557054962510045,Q9HD45,0.82020648522699,0.591344120833731
-0.0679454969234801,0.266545836963661,0.570393635186612,FASN,-0.80972397668581,0.574228096098421
-0.0773992305317854,0.268085008537708,0.570393635186612,SFXN1,-0.818173089168094,0.571727471326285
-0.114363943640711,0.27562997083801,0.575755104097123,P61201,-0.851550312522069,0.559673560850484
0.0820878785315138,0.277434819381223,0.575755104097123,ATP5F1A,0.822376498140018,0.556839033831746
0.119861366556761,0.27972192868405,0.575755104097123,Q9Y237,0.856561419813035,0.553273485958924
-0.0615577652891934,0.282810592949951,0.575755104097123,RPS2,-0.8040347565557,0.548504327641926
-0.213875850532411,0.284998776528076,0.575755104097123,P35573,-0.944245410219099,0.5451570043713
0.0609278313129069,0.292333267563056,0.584666535126113,CLNS1A,0.803474562814394,0.534121759062875
-0.0764013611309338,0.311100528647938,0.605118501128703,TUFM,-0.817279608368508,0.507099250901302
-0.114678093111345,0.311454605524114,0.605118501128703,O14735,-0.851836337765658,0.506605242767298
-0.0564943087348109,0.311636028081282,0.605118501128703,RPL29,-0.799536204168713,0.506352339534774
0.0915823555529882,0.315988336593606,0.607669878064626,EIF1AX,0.830915019593264,0.500328947275645
0.217132454037446,0.330822537128578,0.629747413298271,CCT8,0.947352413355963,0.480404912005891
0.0744876526069627,0.336691812689832,0.629747413298271,CCT5,0.815567189317892,0.472767444190644
0.0767799086945509,0.340784138406007,0.629747413298271,Q5XKP0,0.817618509457012,0.467520627411956
0.057080194078182,0.341907238257778,0.629747413298271,SNRPB,0.800056220336997,0.466091704988323
0.0884719791364148,0.343212340247558,0.629747413298271,EEF2,0.828113867223767,0.46443710542394
-0.045337807775784,0.352390163294032,0.640709387807332,Q01804,-0.789659055774712,0.452976223094117
0.166295622148044,0.358407996326158,0.645780173560644,SPTBN1,0.899391432021882,0.44562230949656
0.0582915991336659,0.369081809936689,0.64846474238709,H4C1,0.801131849631834,0.432877358323142
0.0561244698002339,0.369284823607588,0.64846474238709,SLC25A11,0.799208012912491,0.432638540057964
0.192227255311476,0.369624903160641,0.64846474238709,Q9UHB6,0.923712843050902,0.432238776248186
-0.0639422031699679,0.379610472930752,0.655811734162946,CORO1C,-0.806156601576587,0.420661814492129
0.0784858941439666,0.380370805814508,0.655811734162946,ARPC4,0.819146520514258,0.41979282338608
0.345647650058033,0.394351550561882,0.674105214635696,RPS3A,1.07398264764627,0.404116447219989
-0.163602626829044,0.401568036040587,0.680623789899301,RPS23,-0.89688244712918,0.396240863402025
0.184252715494154,0.41568022200002,0.696846307075767,CROCC2,0.916202071126741,0.38124063866577
-0.0749890394400312,0.41810778424546,0.696846307075767,ATP1A1,-0.816015699955947,0.37871174676822
0.054772387596195,0.425807343528682,0.701020528904631,PHGDH,0.798008635936108,0.370786852934138
-0.0589466316604703,0.433733903475794,0.701020528904631,RPL13A,-0.801713700552109,0.362776629230132
0.193341649061916,0.434270913343749,0.701020528904631,ATAD3A,0.924764670346317,0.362239257898506
0.0647594347756453,0.434632727920871,0.701020528904631,HSPA9,0.806884339697197,0.361877574333296
0.0482223972337392,0.453226608721412,0.72516257395426,RPS3,0.792208309797685,0.343684600835011
0.0579371488375653,0.473272097956028,0.751225552311156,RPS13,0.800817068135154,0.324889098872228
0.0521193262239414,0.47839424710723,0.751457673999138,RPS12,0.795657249434357,0.320214051562721
0.0571869457228642,0.480932911359448,0.751457673999138,TMEM33,0.800150984451407,0.317915502126172
0.0425643285330617,0.486023674706622,0.75352507706453,ATP5F1B,0.787210972282724,0.313342575297328
-0.0635896011287755,0.491039484079478,0.755445360122274,RPN1,-0.805842692212725,0.308883585212256
0.0474016316114905,0.498155426512859,0.755810894522593,PRMT5,0.791482636798794,0.30263513445814
